NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID,geometry,Name,Opening Year
Virginia Square Metro / Monroe St & 9th St N,classic,082520aa-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:10Z,7,0,12,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.882788,-77.103148,2024-10-22T07:07:28Z,217279561,"{'type': 'Point', 'coordinates': [-77.1031547773468, 38.882798564386746]}",Virginia Square Metro / Monroe St & 9th St N,2020.0
Spring Hill Metro,classic,0826345e-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:12Z,10,0,5,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",104,DCA-CABI,,38.929261,-77.240654,2024-10-22T07:07:28Z,217279562,"{'type': 'Point', 'coordinates': [-77.24066015468712, 38.92926859725454]}",Spring Hill Metro,2016.0
Market St & St Francis St,classic,0136af02-2670-4042-b5cd-18b46c15c0c1,,2024-10-22T07:05:12Z,5,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.95866,-77.361516,2024-10-22T07:07:28Z,217279563,"{'type': 'Point', 'coordinates': [-77.36151348490135, 38.95866681402575]}",,
Becontree Ln & Goldenrain Ct,classic,e976c0ab-bc21-42b3-a2c2-b90def6f54f4,,2024-10-22T07:05:09Z,7,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.966848,-77.329282,2024-10-22T07:07:28Z,217279564,"{'type': 'Point', 'coordinates': [-77.32928016400507, 38.96685149958872]}",Becontree Ln & Goldenrain Ct,2022.0
New Hampshire & Kirklynn Ave,classic,082650b1-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:11Z,6,0,8,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,38.988101,-76.988422,2024-10-22T07:07:28Z,217279565,"{'type': 'Point', 'coordinates': [-76.98842521015717, 38.98810553355885]}",New Hampshire & Kirklynn Ave,2017.0
Commonwealth and Reed,classic,3af8c81c-b8d8-4af7-afe9-332a2cac4672,,2024-10-22T07:05:13Z,0,0,15,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"KEY,CREDITCARD",40,DCA-CABI,,38.836838,-77.057274,2024-10-22T07:07:28Z,217279566,"{'type': 'Point', 'coordinates': [-77.05728128489598, 38.83684206565687]}",Commonwealth and Reed,2022.0
Kingman Island/The Fields at RFK,classic,bed9b757-0df2-4a97-a6ac-415db00e82c8,,2024-10-22T07:05:15Z,12,0,6,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.895955,-76.967845,2024-10-22T07:07:28Z,217279567,"{'type': 'Point', 'coordinates': [-76.96785196490455, 38.895964902442856]}",Kingman Island/The Fields at RFK,2020.0
Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,classic,f08db1df-054a-46c8-a3e1-b349f2a26d5e,,2024-10-22T07:05:16Z,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,DCA-CABI,,38.873261,-77.272999,2024-10-22T07:07:28Z,217279568,"{'type': 'Point', 'coordinates': [-77.27300331429196, 38.873264376538856]}",,
W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,classic,08263fbd-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:25Z,16,0,3,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",104,DCA-CABI,,38.951419,-77.340281,2024-10-22T07:07:28Z,217279569,"{'type': 'Point', 'coordinates': [-77.34028402724775, 38.95142477201813]}",,
S Maple Ave & S Washington St,classic,5e571279-84a3-4dd6-9ee5-6a834e4c624a,,2024-10-22T07:05:25Z,3,0,9,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.87972,-77.178408,2024-10-22T07:07:28Z,217279570,"{'type': 'Point', 'coordinates': [-77.17840815270581, 38.87972607206072]}",S Maple Ave & S Washington St,2020.0
N Hampton Dr & Ford Ave,classic,e456b38d-7f5e-4d06-b2bc-022b42097a06,,2024-10-22T07:05:23Z,7,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,DCA-CABI,,38.837306,-77.106111,2024-10-22T07:07:28Z,217279571,"{'type': 'Point', 'coordinates': [-77.10611831332534, 38.83731235431328]}",N Hampton Dr & Ford Ave,2022.0
14th & Upshur St NW,classic,08254943-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:23Z,16,0,2,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.942475,-77.032678,2024-10-22T07:07:28Z,217279572,"{'type': 'Point', 'coordinates': [-77.03268112589154, 38.942483764834265]}",14th & Upshur St NW,2013.0
Franconia-Springfield Metro North,classic,1917259666206632502,,2024-10-22T07:05:24Z,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",,DCA-CABI,,38.766946,-77.168902,2024-10-22T07:07:28Z,217279573,"{'type': 'Point', 'coordinates': [-77.16890972348217, 38.766953902583154]}",,
St Asaph & Pendleton St,classic,08253a4b-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:21Z,7,0,8,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.810741,-77.044633,2024-10-22T07:07:28Z,217279574,"{'type': 'Point', 'coordinates': [-77.04462972939295, 38.810750033352704]}",St Asaph & Pendleton St,2021.0
North Capitol St & G Pl NE,classic,0825be05-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:31Z,8,0,11,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.899703,-77.008911,2024-10-22T07:07:28Z,217279575,"{'type': 'Point', 'coordinates': [-77.00891354185437, 38.899707456193774]}",North Capitol St & G Pl NE,2013.0
1st & H St NW,classic,0825e1e5-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:31Z,9,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.900358,-77.012108,2024-10-22T07:07:28Z,217279576,"{'type': 'Point', 'coordinates': [-77.0121069504216, 38.900364779138926]}",1st & H St NW,2014.0
6th & K St NE,classic,082644bc-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:30Z,2,1,14,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.902932,-76.998405,2024-10-22T07:07:28Z,217279577,"{'type': 'Point', 'coordinates': [-76.9984113271735, 38.902941786203094]}",6th & K St NE,2016.0
Langston Blvd & N Adams St,classic,08252530-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:33Z,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.89593,-77.089006,2024-10-22T07:07:28Z,217279578,"{'type': 'Point', 'coordinates': [-77.08900642091757, 38.89593541556109]}",Langston Blvd & N Adams St,2022.0
Route 29 & Circle Woods Dr,classic,1892760823152249488,,2024-10-22T07:05:27Z,5,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",,DCA-CABI,,38.869114,-77.271538,2024-10-22T07:07:28Z,217279579,"{'type': 'Point', 'coordinates': [-77.27153554457762, 38.86912391373429]}",,
Silver Spring Transit Center - Top Level,classic,0825b553-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:28Z,13,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,38.994035,-77.030371,2024-10-22T07:07:28Z,217279580,"{'type': 'Point', 'coordinates': [-77.03037300860234, 38.99403856753553]}",Silver Spring Transit Center - Top Level,2020.0
Frederick Ave & Horners Ln,classic,08258475-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:29Z,8,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,9,"KEY,CREDITCARD",43,DCA-CABI,,39.094772,-77.145213,2024-10-22T07:07:28Z,217279581,"{'type': 'Point', 'coordinates': [-77.14521605988706, 39.09478013856738]}",Frederick Ave & Horners Ln,2013.0
Montello Ave & Holbrook Terr NE,classic,a07bd5e0-5136-4285-ae23-54a74124957e,,2024-10-22T07:05:32Z,12,0,6,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.907444,-76.986813,2024-10-22T07:07:28Z,217279582,"{'type': 'Point', 'coordinates': [-76.9868126503982, 38.90745423726492]}",Montello Ave & Holbrook Terr NE,2019.0
Oglethorpe St & 42nd Ave,classic,42ad2bc8-22b5-40f2-8a56-e562e4ecde07,,2024-10-22T07:05:33Z,7,0,8,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.959361,-76.946361,2024-10-22T07:07:28Z,217279583,"{'type': 'Point', 'coordinates': [-76.94636306454501, 38.959366546876865]}",Oglethorpe St & 42nd Ave,2020.0
37th & Ely Pl SE,classic,ee2cb739-9118-4069-b4f7-435ef53db537,,2024-10-22T07:05:30Z,14,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.883132,-76.950009,2024-10-22T07:07:28Z,217279584,"{'type': 'Point', 'coordinates': [-76.95001631196725, 38.883139710449136]}",37th & Ely Pl SE,2020.0
Columbus Circle / Union Station,classic,0824d0c6-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:37Z,47,0,5,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,55,"KEY,CREDITCARD",42,DCA-CABI,,38.89696,-77.00493,2024-10-22T07:07:28Z,217279585,"{'type': 'Point', 'coordinates': [-77.00493614125868, 38.89696914968259]}",Columbus Circle / Union Station,2010.0
Calvert & Biltmore St NW,classic,0824773f-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:38Z,4,0,18,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.923203,-77.047637,2024-10-22T07:07:28Z,217279586,"{'type': 'Point', 'coordinates': [-77.0476407613226, 38.92320985626611]}",Calvert & Biltmore St NW,2010.0
Reston Town Center Metro North,classic,e823318f-8406-4230-8072-1667f5de78d4,,2024-10-22T07:05:40Z,15,0,6,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",104,DCA-CABI,,38.953691,-77.359717,2024-10-22T07:07:28Z,217279587,"{'type': 'Point', 'coordinates': [-77.35972313656056, 38.95369973497126]}",Reston Town Center Metro North,2023.0
Columbia Pike & S Orme St,classic,082569e6-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:40Z,9,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,DCA-CABI,,38.867262,-77.072315,2024-10-22T07:07:28Z,217279588,"{'type': 'Point', 'coordinates': [-77.07232006427544, 38.86727322545609]}",Columbia Pike & S Orme St,2013.0
7th & Monroe St NE,classic,066fd95e-0d37-4eea-a027-88c04277bb9d,,2024-10-22T07:05:38Z,9,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.932243,-76.996133,2024-10-22T07:07:28Z,217279589,"{'type': 'Point', 'coordinates': [-76.99613859310323, 38.932254843555235]}",7th & Monroe St NE,2023.0
Roosevelt Center & Crescent Rd,classic,6922a398-ec20-493d-a832-5e337cf335f5,,2024-10-22T07:05:39Z,5,0,9,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,39.00031,-76.878005,2024-10-22T07:07:28Z,217279590,"{'type': 'Point', 'coordinates': [-76.87801225413925, 39.00032068029382]}",Roosevelt Center & Crescent Rd,2022.0
2nd & G St NE,classic,082604dd-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:47Z,5,0,16,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.89967,-77.003666,2024-10-22T07:07:28Z,217279591,"{'type': 'Point', 'coordinates': [-77.00366823317424, 38.89968071366178]}",2nd & G St NE,2015.0
10th St & L'Enfant Plaza SW,classic,08261d9d-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:46Z,8,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.884323,-77.02601,2024-10-22T07:07:28Z,217279592,"{'type': 'Point', 'coordinates': [-77.02601570422779, 38.88432760575083]}",10th St & L'Enfant Plaza SW,2016.0
N Lynn St & Fairfax Dr,classic,0826402c-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:46Z,1,0,13,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.89386,-77.070862,2024-10-22T07:07:28Z,217279593,"{'type': 'Point', 'coordinates': [-77.0708600138901, 38.893866898986005]}",N Lynn St & Fairfax Dr,2016.0
Central Library / Quincy St & 10th St N,classic,0825213e-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:42Z,12,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.88397,-77.10783,2024-10-22T07:07:28Z,217279594,"{'type': 'Point', 'coordinates': [-77.10783587650796, 38.88397443558714]}",Central Library / Quincy St & 10th St N,2020.0
61st St & Banks Pl NE,classic,08263cab-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:45Z,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.891805,-76.913563,2024-10-22T07:07:28Z,217279595,"{'type': 'Point', 'coordinates': [-76.91356225696389, 38.891811512212485]}",61st St & Banks Pl NE,2016.0
5th & Kennedy St NW,classic,082547de-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:53Z,7,0,7,7,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.956556,-77.019814,2024-10-22T07:07:28Z,217279596,"{'type': 'Point', 'coordinates': [-77.01981190686911, 38.956566591885704]}",5th & Kennedy St NW,2013.0
31st St & S Woodrow St,classic,0825be94-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:54Z,9,0,2,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,DCA-CABI,,38.837846,-77.093478,2024-10-22T07:07:28Z,217279597,"{'type': 'Point', 'coordinates': [-77.09348368937707, 38.83785465688095]}",31st St & S Woodrow St,2020.0
New Dominion Pkwy & Fountain Dr,classic,08263959-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:48Z,7,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,DCA-CABI,,38.960574,-77.356324,2024-10-22T07:07:28Z,217279598,"{'type': 'Point', 'coordinates': [-77.35633106919944, 38.96058348021934]}",New Dominion Pkwy & Fountain Dr,2016.0
5th St & Massachusetts Ave NW,classic,08254442-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:48Z,8,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.90093,-77.018677,2024-10-22T07:07:28Z,217279599,"{'type': 'Point', 'coordinates': [-77.0186782061153, 38.90094044820961]}",5th St & Massachusetts Ave NW,2013.0
Broad Branch Rd & Northampton St NW,classic,68eaf9f5-7b2d-4f60-9f02-9f5ba1103f80,,2024-10-22T07:05:48Z,3,0,16,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.965775,-77.068626,2024-10-22T07:07:28Z,217279600,"{'type': 'Point', 'coordinates': [-77.06862375068442, 38.96578159606741]}",Broad Branch Rd & Northampton St NW,2021.0
Fenton St & Gist Ave,classic,0825ac97-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:52Z,8,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.989724,-77.023854,2024-10-22T07:07:28Z,217279601,"{'type': 'Point', 'coordinates': [-77.0238610817091, 38.989734157214315]}",Fenton St & Gist Ave,2013.0
E Fairfax St & S Washington St,classic,6e652351-dad9-45e4-a0a7-dda0417973f4,,2024-10-22T07:05:53Z,2,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.880612,-77.171891,2024-10-22T07:07:28Z,217279602,"{'type': 'Point', 'coordinates': [-77.17189871141358, 38.88061865852005]}",E Fairfax St & S Washington St,2020.0
Connecticut Ave & R St NW,classic,a2507ccc-aca1-48b2-a6a3-a3144ad92d21,,2024-10-22T07:05:58Z,11,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.912644,-77.04564,2024-10-22T07:07:28Z,217279603,"{'type': 'Point', 'coordinates': [-77.04563897744703, 38.91265289007272]}",Connecticut Ave & R St NW,2017.0
Pentagon City Metro / 12th St & S Hayes St,classic,08246df5-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:55Z,10,0,8,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.862303,-77.059936,2024-10-22T07:07:28Z,217279604,"{'type': 'Point', 'coordinates': [-77.0599402863729, 38.862307590348834]}",Pentagon City Metro / 12th St & S Hayes St,2020.0
Gallaudet / 8th St & Florida Ave NE,classic,08252b28-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:56Z,9,0,9,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.90509,-76.9941,2024-10-22T07:07:28Z,217279605,"{'type': 'Point', 'coordinates': [-76.99409942634142, 38.90509464463308]}",Gallaudet / 8th St & Florida Ave NE,2012.0
1st & D St SE,classic,08263aa1-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:56Z,10,0,6,1,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.884916,-77.005965,2024-10-22T07:07:28Z,217279606,"{'type': 'Point', 'coordinates': [-77.0059726260136, 38.88492490417644]}",1st & D St SE,2016.0
16th & R St NW,classic,0826183f-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:57Z,3,0,16,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.912652,-77.036278,2024-10-22T07:07:28Z,217279607,"{'type': 'Point', 'coordinates': [-77.03627642302015, 38.91265617209965]}",16th & R St NW,2016.0
17th St & Massachusetts Ave NW,classic,08255063-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:59Z,4,0,13,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.908568,-77.038542,2024-10-22T07:07:28Z,217279608,"{'type': 'Point', 'coordinates': [-77.03854567470522, 38.90857466575018]}",17th St & Massachusetts Ave NW,2013.0
Offutt Ln & Chevy Chase Dr,classic,0825b2e7-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:00Z,9,0,2,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.977093,-77.094589,2024-10-22T07:07:28Z,217279609,"{'type': 'Point', 'coordinates': [-77.09458963192859, 38.97710485197978]}",Offutt Ln & Chevy Chase Dr,2013.0
D St & Maryland Ave NE,classic,0824a703-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:02Z,10,0,12,6,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.894841,-76.995916,2024-10-22T07:07:28Z,217279610,"{'type': 'Point', 'coordinates': [-76.99592159660978, 38.89485221672081]}",D St & Maryland Ave NE,2012.0
Prince George's Plaza Metro,classic,ebbf6e18-684d-4fc9-ad4d-c025b8d76556,,2024-10-22T07:06:07Z,16,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,DCA-CABI,,38.965742,-76.954803,2024-10-22T07:07:28Z,217279611,"{'type': 'Point', 'coordinates': [-76.95480468710703, 38.965747959093775]}",Prince George's Plaza Metro,2020.0
New Jersey Ave & K St NW,classic,082624fc-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:07Z,21,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.902571,-77.013667,2024-10-22T07:07:28Z,217279612,"{'type': 'Point', 'coordinates': [-77.01366368924819, 38.90258066348017]}",New Jersey Ave & K St NW,2023.0
White Oak Transit Center,classic,6edca550-d78f-4c5d-ad2c-79d1ce88c48d,,2024-10-22T07:06:07Z,13,0,4,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,39.04104,-76.987125,2024-10-22T07:07:28Z,217279613,"{'type': 'Point', 'coordinates': [-76.98712288839542, 39.04104633716384]}",White Oak Transit Center,2021.0
Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,classic,6d5ad96d-a704-4fa6-8b65-3ac643c5aa93,,2024-10-22T07:06:07Z,7,0,11,6,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.915,-77.0078,2024-10-22T07:07:28Z,217279614,"{'type': 'Point', 'coordinates': [-77.00779698384683, 38.915003711580326]}",Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,2017.0
39th St & Tunlaw Rd NW,classic,1879766346478500482,,2024-10-22T07:06:04Z,6,0,12,9,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",,DCA-CABI,,38.9257,-77.079119,2024-10-22T07:07:28Z,217279615,"{'type': 'Point', 'coordinates': [-77.07912575500377, 38.925706101259806]}",,
Georgia & Missouri Ave NW,classic,082605b0-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:07Z,14,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.961339,-77.027855,2024-10-22T07:07:28Z,217279616,"{'type': 'Point', 'coordinates': [-77.02785530479758, 38.96134833859561]}",Georgia & Missouri Ave NW,2015.0
